DiagnosticCentreName,DiagnosticCentreAddress,CityName
"Drishtipunj Eye Hospital Pvt. Ltd.","Vishwasharaiya Nagar, Near Gola Road Petrol Pump, Bailey Road, Patna, (Bihar), Patna - 801503",Patna
"Dr.Agarwals Eye Hospital Ltd. Alwarpet","No. 222, TTK Road, Alwarpet, Chennai-18.",Chennai
"Galaxy Hospital, Varanasi","4,5,6,7, Dayal Enclave, Mahmoorganj Rd, near Railway Station, Mahmoorganj, Varanasi, Uttar Pradesh 221010",Prayagraj
"Bright Sight Eye Hospital","26 B, Saket 2nd floor Beside disha Deaddiction Centre Patlipurta colony Patna_ 800013",Patna
"Eye Care Home (Drishti Netralaya)","AMOLAPATTY RAILWAY GATE, DIBRUGARH-786001,ASSAM, 
NODAL OFFICER- RAHUL GUPTA, CONTACT No. 70990 28633",Guwahati
"Royal Cancer Institute & Research Centre(A Unit Of Oncocare Medicals Pvt. Ltd.)","113/103-A, Swaroop Nagar, Opp. PrashasakBhawan, Kanpur.
Ph. 8400333109, 9794452206,
9935556605 E-mail:
hrdonco@gmail.com,  rcirconco@gmail.com",Kanpur
"Kalinga Hospital Ltd","CHANDRASEKHARPUR, BHUBANESWAR",Bhubaneswar
"Kids Care Nursing Home Pvt. Ltd.","HIG 51/2, Kabir Nagar Rd, near Sanjay Siksha Niketan, Durgakund, Tulsi Manas Mandir Colony, Bhelupur, Varanasi, Uttar Pradesh 221005",Prayagraj
"Vision Eye Centre","19, Siri Fort Road, New Delhi  110049.  Ph. No.  08800506116. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Shanti Mobident","T15, Main Market, Ramlila Ground, PhaseI, Delhi110086.",DELHI/HQ/DIRECTORATE/MINISTRY
"Mann Mediciti Superspeciality Hospital","Adda Khambra, Near TV Tower, Nakodar Road, Jalandhar - 144026
Tel: 7852000010  Mob:9815157000
",Chandigarh
"Sterling Accuris Wellness Pvt. Ltd. Vadodara","Memories House, Ground Floor, 58, Sampatro Colony, Alkapuri, Vadodara - 390007 Shri Kaushal Parmar, Mob. No. 7861815250 (24*7), 8849923827.Mail Id- info.sampathrao@sterlingaccuris.com",Ahmedabad
"Retina Institute Of Karnataka",retinacghs@gmail.com,Bengaluru
"Dashputra Hospital & Eye Care","208, Anand Nagar, Opp Sakkardara Police Station, Nagpur-440009.

0712-2745052/2744042
dashputrahospital@gmail.com
",Nagpur
"Netrodaya The Eye City Llp, Varanasi","NH2, NEAR DAFFI TOLL PLAZA, VARANASI, UTTAR PRADESH 221008",Prayagraj
"Mahatme Hospital Lvt Ltd","16 Central Excise Colony, Chhatrapati Square, Wardha Road, Nagpur-440015
0712-2289102 to 106
",Nagpur
"Dhawan Hospital, Panchkula","Plot No 1, Sec 7, Panchkula, Haryana",Chandigarh
"Mumbai Eye Care","101/102, Sai Vaibhav CHS, Near Vikrant Circle, Ghatkopar East-400077, 8451045935",Mumbai
"Nivik Neuro Trauma","9, UDAI NAGAR-B, OPP. METRO PILLAR NO. 1, MANSAROVAR, JAIPUR.",Jaipur
"Medanta Lucknow","Sector-A, Pocket-A, Sushant Golf City Lucknow-226030",Lucknow
"Shri Balaji Institute Of Medical Sciences Pvt. Ltd.","Dubey Colony, Mowa, Raipur.",Nagpur
"Max Hospital, Mohali","Phase VI, Mohali",Chandigarh
"Pulse Diagnostics Private Limited","75, Sarat Bose Road Kolkata - 700026",Kolkata
"Gupta Eye Hospital"," House No:685, Sector 12-A, Panchkula (Haryana)",Chandigarh
"Madnani Hospital, Prayagraj","LUKERGANJ, PRAYAGRAJ",Prayagraj
"Shanti Dental Clinic Implant Center","F-101, SHANTAM 1, NEAR D-MART, L. B. SHASTRI ROAD, BAPUNAGAR, AHMEDABAD - 380024 SANDHYA RAJPUT-MOB. NO. 9712961548 ,E-mail-shantidental1123@gmail.com   ",Ahmedabad
"Eye7 Hospitals Pvt. Ltd.","A1/173, Ground Floor (opp. Metro Pillar No. 614), Najafgarh Road, Janakpuri, Delhi110058. Tel. No. 01141010505",DELHI/HQ/DIRECTORATE/MINISTRY
"Sai Criticare Hospital","Block C-1 Room No - 2 Next to MSEB, Venus Chowk Ulhasnagar - 421004",Mumbai
"City Dental Clinic, A Multispeciality Dental Clinic","Ho. No. 1346, Ground Floor, Near Community Centre, Sec-37, Faridabad
Nodal Officer:-Dr. Deepak Singla, 
Mob-9818759899
Email- citydentalclinic37@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Sree Nethralaya Eye Hospitals And Laser Centre","11-9-1. Vimal complex, Opp. Kothapet Bus stop, Dilsukhnagar, Hyderabad-500 035,               Tel  040 - 40045670",Hyderabad
"Globus Hospital (A Unit Of Hospital Infotechpvt. Ltd.)","117/N/33, Avon Market Kakadev Kanpur. Ph.0512-2501444, 2501555,
2500500, 9936333772 E-mail:
Globushospitalspinegmail.com",Kanpur
"R.P.S. Memorial Multispeciality Dental Clinic","D660 B, Main 100 Feet Road, Chander Lok Colony, Shahdara, Delhi110093. Tel. No. 9899221971 ",DELHI/HQ/DIRECTORATE/MINISTRY
"My Healthcare Super Speciality Care-Mohali","Site No. 1",Chandigarh
"Sapphire Dental Care","Shop No. 18, Shree Shyam Palace, Prakash Puri, Chowk, Railway Road, Gurgaon122001.  ",DELHI/HQ/DIRECTORATE/MINISTRY
"Facio Dental Super Speciality Clinic","158/BIII/9, Near Canara Bank, Adjacent Ambience Tower, Vasant Kunj, New Delhi110070. Tel. No. 01141802400.",DELHI/HQ/DIRECTORATE/MINISTRY
"Apex Hospitals","Apex Hospitals, CTS 23/9, Veen Nagar, Phase-2, Near Tulsi Pipe Line,
 Mulund(W), Mumbai-400080, 022-41624000",Mumbai
"Tender Palm Hospital","Sector-7, Gomti Nagar Extention, Shaheed Path, Lucknow-226010.",Lucknow
"Hosp9p127170 Prayag Hospital","J-206/A-I, Sector-41, Noida-201302
Nodal Officer: 
Mr. Dinesh Chandra Joshi
Mob. No. 8595177614
tpa@prayaghospital.in

",DELHI/HQ/DIRECTORATE/MINISTRY
"Savita Superspeciality Hospital","NEAR PARIVAR CHAR RASTA WAGHODIYA DABHOI RING ROAD VADODARA 390019 MR ANKIT SONI MOB 7574078561 EMAIL mcatsavitahospitaldotcom",Ahmedabad
"House Of Dentistry","B16/8A, Gamri Extension, Delhi  110053. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Medicover Hospitals, Begumpet","# 7-1-21, Railway station Road, Uma Nagar, Begumpet, Hyderabad-500016, Tel.No.040-68334455	Anil Kumar  9849536468                             Kishore   9154315723   billing.bgt@medicoverhospitals.in 
",Hyderabad
"Maxwell Hospital","Near- Peetal Factory, Subhas Nagar, Jaipur",Jaipur
"Sankara Eye Hospital (Sri Kanchi Kamakoti Medical Trust)","Plot No.6, 
Sector-6",Jaipur
"Apex Multispeciality Hospitals","Off Western Express Highway, Next to Su- Swagat restaurant, 
Dattapada Road, Borivali (E) - 400066, 022-28703375
022-62596000",Mumbai
"Pearl White Dental Clinic","Shop No. 128, Bhagat Singh Market, Gole Market, Connaught Place, New Delhi110001.",DELHI/HQ/DIRECTORATE/MINISTRY
"Shakuntala Hospital","3-B, Tashkand Marg near St. Joseph College, Opp. (Bhargava Book Depot), Civil Linces, Prayagraj, U.P., India 211001. Email: shakuntala_hospital@rediffmail ...",Prayagraj
"Buddha Cancer Centre Pvt. Ltd.","Nahar Road, Left to Nahar Chowk, Rupaspur, Bailey Road, Patna - 801503 Prashant Kumar PRO, 9304029850",Patna
"Smile N Shine Dental Care Centre","44 Madhya Marg, DLF PH 2, Gurgaon. Tel. No. 0124 401 3186, 9818201234.",DELHI/HQ/DIRECTORATE/MINISTRY
"City Dental Centre","House No. B/2, Sector-D/1, Jagat Narayan Road, East of Shiva Jee Park, Kankarbagh, Patna - 800020  Dr. Ritesh Raj, 9934315671, drriteshraj@gmail.com, Ajay Kumar Pandey, 9155994671",Patna
"Shri Rama Krishna Hospital","B 13 Satya Vihar Krishna Nagar 1st Lal Kothi Jaipur",Jaipur
"Ramrati Eye Hospital","34/2, Special Wing, Near Kendriya Vidyalaya Road (IMA)Prem Nagar Dehradun",Dehradun
"Im Dentist","K 15 Pratap Nagar Opposite Gali No 10 New Delhi 110007 Nodal Officer Dr. Sanchi Chawla Mob 9990143477 Email imdentist32@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Escorts Heart Institute & Research Centre","Okhla Road, New Delhi 110025. Tel. No. 01147135000, 9873128788.",DELHI/HQ/DIRECTORATE/MINISTRY
"B. R. Shastri Hospital","Aryabhatta College Campus, Chatri Road, Chachiyawas, Ajmer-305002
",Jaipur
"Dibrugarh Cancer Centre","ASSAM MEDICAL COLLEGE AND HOSPITAL CAMPUS, BARBARI, DIBRUGARH-786002, ASSAM, NODAL OFFICER- IMDADUR RAHMAN, CONTACT No. 99572 66198",Guwahati
"Prasad Hospitals (A Unit Of United Bio-Sciences Pvt., Ltd)","44-617/12, IDA Nacharam, Hyderabad-500 076, Tel.No.040-33050555, ",Hyderabad
"The Caring Touch","R721, New Rajinder Nagar, New Delhi. Tel. No. 01128745151, 28745252, Nodal Officer:
Ms. Payal Manchanda
Mob. No. 9650854711
neerajmanchanda@yahoo.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Mac Dental Care","BW-8A, Shalimar Bagh, Delhi 110088. Nodal Officer: Dr. Jyotika Mukhi, Mob. 9654228551. 
Email- macdentalcare@gmail.com
",DELHI/HQ/DIRECTORATE/MINISTRY
"Prakash Netralaya And Retina Foundation           W.E.F. 03-06-2019","HIG, Avantika II, Romghat Road, Aligarh
Ph. No. 0571-2740476
",Meerut
"Panacea Hospital","Plot No. 105/106, Sector No. 08, New Panvel, Navi Mumbai 410206, 022-27469902
022-27469903
022-27469904",Mumbai
"Meditrina Institute Of Medical Sciences","278, Central Bazar Road, Ramdaspeth, Nagpur-440010
0712-6669600
info@meditrinainstitute.com
",Nagpur
"Cosmodentz Dental Clinic","Opp. Civil Hospital, Thana Kalan Road, Kharkhoda-131402.
Nodal Officer: Dr. Ashutosh Kaushik, Mob. 9467019164
Email. cosmodentzkharkhoda@gmail.com 
",DELHI/HQ/DIRECTORATE/MINISTRY
"Paliwal Hospital","Near kushbhau Thakre Bus terminal (ISBT),  Hoshangabad Road , Bhopal, M.P., 0755-0755 - 2555108",Bhopal
"Suyash Institute Of Medical Science Private Limited","Gudiyari Road, Kota, Raipur-492009",Nagpur
"Medicare Super Speciality Hospitals Miyapur","Plot Nos. 65 ",Hyderabad
"Kks Urology","B 132 A Rajendra Marg Jaipur",Jaipur
"Shifa Hospitals","NO 82 KAILASAPURAM MIDDLE STREET TIRUNELVELI 627001",Chennai
"Sangam Netralaya","SCO 669, Sec 70 Mohali-160070, Punjab
Ph:0172-5093002/03  Mob: 8725066970",Chandigarh
"S.M. Vishwakarma Memorial Eye Hospital","Dr Ambedkar Road, Kamal Chowk, Nagpur-440017
0712-2641055
drrbrish@gmail.com
",Nagpur
"G.P. Shekhawati Hospital & Research Centre","A/2 Opp.Time Square,",Jaipur
"Medicover Hospitals               (A Unit Of Sahrudaya Health Care Pvt. Ltd.), Madhapur","Behind Cyber Towers, Patrika Nagar Lane, in between Mc Donald's & Venky's Express,Madhapur, Hyderabad. Tel.No.040-45404540      ",Hyderabad
"Maa Madhuri Dentel Hospital","NEAR  SUMMER HOSPITAL SINGHMORE CHOWK HATIA RANCHI 
JHARKHAND PIN-834003",Ranchi
"Modern Diagnostic And Research Centre","462/7463/7, Jawahar Nehru Nagar, New Railway Road, Gurgaon. ",DELHI/HQ/DIRECTORATE/MINISTRY
"Ganga Sewa Sadan Hospital, Varanasi","Chandpur Chauraha, Chandpur industrial area, Manduadih, Chandpur, Varanasi-221106.",Prayagraj
"Dr.Somendras Dental Care","Basement,1/543,
Roshan Path,",Jaipur
"Jaypee Hospital","Sector128, Noida  201304.",DELHI/HQ/DIRECTORATE/MINISTRY
"Bangalore West Lions Super Speciality Eye Hospital",Lionseye.cghs@gmail.com,Bengaluru
"Aarthi Scan And Diagnostics Bengaluru",Bengaluru,Bengaluru
"Park Hospital","HBlock, Palam Vihar, Gurgaon. Tel.No. 9911838055,  0124 2578182,3247241",DELHI/HQ/DIRECTORATE/MINISTRY
"Paras Hec Hospital, Ranchi (Paras Healthcare (Ranchi)","Sector-3, Dhurwa, Near JSCA Stadium, Opp Prabhat Tara School, Ranchi, Jharkhand-834004",Ranchi
"Chanre Diagnostic Laboratory",cghschanre@gmail.com,Bengaluru
"Apple International Dental Hospital, Visakhapatnam","47-9-26, Dwarakanagar, IIIrd line, Visakhapatnam-530 016. Tel.No.0891-6666013, ",Hyderabad
"Aditya Birla Memorial Hospital","Aditya Birla Hospital Marg, Thergaon, Pimpri-Chinchwad, Pune-411033.",Pune
"Noida International Instt Of Medical Sciences","Medical College and Hospital Plot No 1 Sector 17 A NIU Campus Yamuna Expressway Gautam Budh Nagar UP Dr Umesh Kumar 9811530001",DELHI/HQ/DIRECTORATE/MINISTRY
"Maharaja Agrasen Hospital","Plot No.1, Sector1, Dwarka, New Delhi110075. Tel. No. 0114134770",DELHI/HQ/DIRECTORATE/MINISTRY
"Guru Teg Bahadur Hospital ( A Unit Of Gtb Hospital Pvt. Ltd.","120/192 (105) Lajpat Nagar, Kanpur, Mob No. 8400098206 E mail Id. dr.deepak02@yahoo.com",Kanpur
"The Joint Hospital -Sonipat","142/143 TP Scheme, Near Civil Hospital Sonipat - 131001, Haryana
Nodal Officer: Dr Lakhimchand
Mobile No. 9896547100
Email Id. thejointhospital@gmail.com
",DELHI/HQ/DIRECTORATE/MINISTRY
"Agarwal Health Care	","87, 1st floor, Dev Aurum
Showroom ",Ahmedabad
"Dayanand Nursing Home",", 47/L-4, Jawahar Quarters, Begum Bridge, Meerut Ph. No. 0121-2664894",Meerut
"Sachdeva Netralaya","3-B Extension, Gandhi Nagar, Jammu",Chandigarh
"Tx Hospitals, Banjara Hills","8-2-680/A, Road No. 12, Banjara Hills, Hyderabad - 500034    Tel. No. 040- 66529999,  admin@txhospitals.in	Mr. Lakshmi Narayana  Mob 9000280009
",Hyderabad
"D.S.Memorial Nursing Home(Eye Unit-Aelc)","C-35, Sarvodaya Nagar, Kanpur. Ph. 9335743880
E-mail: puneetthukral2004@gmail.com",Kanpur
"Swaraashi Netralaya","Plot No-16, Near Blue Diamond Hotel, Opp.Saraswat Bank, Sector-28, Vashi, Navi Mumbai-400705, 022-27667070",Mumbai
"Sds Global Super Speciality Hospital","120/122, NH-58, Modipuram, Opposite Agriculture University, Meerut (U.P.)-250110.",Meerut
"Kem Hospital Pune","489,Rasta Peth,Sardar Moodliar Road, Pune-411011",Pune
"Anand Eye Institute","opp. Indian Petrol Pump, Habsiguda, Hyderabad-500 007. Tel.No.040-040-27151999",Hyderabad
"Janta Xray Clinic (P) Ltd.","4A/16, Tilak Nagar, New Delhi110018.",DELHI/HQ/DIRECTORATE/MINISTRY
"Grecian Super Speciality Hospital-Mohali","Sector 69, OPP. Kumbra Village, Mohali",Chandigarh
"Apple International Dental , Hyderabad","9-6-1/2, III Floor, Sagar Road, Beside HP Petrol pump, Champapet, Hyderabad-500059",Hyderabad
"Maharishi Markandeshwar College Of Medical Science Research","MM University, VPO- Sadopur, Near Omaxe Flats, Ambala Chandigarh Highway, Ambala-134007- Haryana
Tel:0171-3041500  Mob:9910061730",Chandigarh
"Hindlabs Diagnostic Centre, Hll","Hindlab, 1st Floor, CGHS Wellness Centre Worli, Dr.R.G Thadani Road, Worli, Mumbai-400030, 7021984631",Mumbai
"Maharaja Agrasen Hospital","Road No. 35, West Punjabi Bagh, Near Police Station, New Rohtak Road, New Delhi. Ph. No. 01140777555/777.Ph. No. 01140777555/777.",DELHI/HQ/DIRECTORATE/MINISTRY
"Onus Hospitals","Beside Lucky Bawarchi Hotel,Opp.SBI Bank, Champapet Hyderabad.HARIKA PUTTA,9502792322,insuranceonushospitals@gmail.com",Hyderabad
"Jss Hospital Mysuru","M.G.ROAD MYSURU - 570 004",Bengaluru
"Om Eye & Gynae Centre","5/622, Sector5, Vaishali, Ghaziabad201010.",DELHI/HQ/DIRECTORATE/MINISTRY
"The Pioneer Pathology Clinic","C-8/3, River Bank, Colony, Near City Station, Lucknow-226018.",Lucknow
"Dongaonkar Superspeciality Eye Hospital Chh Sambhaji Nagar","SHREENATHJI APARTMENT,  OSMANPURA NEAR KRANTI CHOWK, CHH SAMBHAJINAGAR",Pune
"Randhawa Hospital","12-Mall Road, Kennedy Avenue, Amritsar-143001, Punjab",Chandigarh
"Amdavad Eye Laser Hospital Pvt. Ltd","6-B,Devang Park, Panjarapole Cross Road, Ploytechnic, Ambawadi, Ahmedabad, Gujarat 380061
Telephoe- 9824028464",Ahmedabad
"Sai Sukhda Hospital Bareilly","Pilibhit By Pass Road, Near Passport Office, Bareilly, Uttar Pradesh-243006",Lucknow
"Jain Dental Clinic                    W.E.F. 30-07-2018","61 Prem Prayag Colony, Near Medical College, Meerut",Meerut
"Dr. Gupta'S Dental Clinic","A25, Brij Vihar, P.O. Chandra Nagar, Ghaziabad201011.",DELHI/HQ/DIRECTORATE/MINISTRY
"Indogulf Hospital","B-498 A and B, Sector-19 Noida, 201301Nodal Officer Mahendra Malla, Mobile No. 8800446697 Email Id. hr@indogulfhospital.com empanelled  ",DELHI/HQ/DIRECTORATE/MINISTRY
"A S Kidney Hospital And Stone Centre Pvt. Ltd.","RZ-A/70 Dashrathpuri, Adjoining Jindal public School Dabri New delhi-110045, Nodal officer: Dr Atul Agarwal Mobile No. 9871775909 Email dratulagarwal@gmail.com ",DELHI/HQ/DIRECTORATE/MINISTRY
"Rainbow Diagnostics, A Unit Of Viraj Diagnostics Pvt. Ltd","SL-45, C-Block, Shalimar Garden Ext. II, SHB, GZB, UP 201105. Nodal Officer: Mr. Vijay Kumar, Mob.9643951769. Email- rainbowvdiag@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Kims Hospital","KIIT CAMPUS, PATIA, BHUBANESWAR",Bhubaneswar
"Maa Sharda Hospital,","84/70, NEW BAIRAHNA, ALLAHABAD",Prayagraj
"Sai Eye Care And Medical Centre","H98/1, Sector12, Pratap Vihar, Near BSNL Telephone Exchange, Ghaziabad201009. Tel. No. 01206525264 ",DELHI/HQ/DIRECTORATE/MINISTRY
"Bsl Eye Care","Road No-02, (Near Rabindra Balika Vidyalaya) Rajendra Nagar, Patna-800016

Dr. Himanshu Kumar, Director
Mob- 7707008137
Mr. Mithilesh Kumar Sinha, GM
Mob- 707008135",Patna
"M/S. Gregorios International Cancer Centre","Parumala, Pathanamthitta",Trivandrum
"Dr. Savita Jains Arun Imaging","11, Jagriti Enclave, Delhi 110092",DELHI/HQ/DIRECTORATE/MINISTRY
"Isha Netralaya","112-114, First Floor, Dev Corpora, Near Cadbury Junction, Thane West 400601 contact no 8657925028",Mumbai
"Sai Drishti Eye Hospital","Sai Drishti Hospital, II, Natraj CHS, Plot Number 15, Sector 04, Sanpada, Navi Mumbai 400705
Contact 8898582512",Mumbai
"I Care Hospital & Phaco Centre","Above Paramount CT Scan Centre, Nr. Natubhai Circle, Gotri-Race Course Road, Baroda - 390007",Ahmedabad
"Action Cancer Hospital","A4. Paschim Vihar, New Delhi 63. Tel. No. 01149222222,  42888888.",DELHI/HQ/DIRECTORATE/MINISTRY
"Lall Eye Care Center","New Railway Road, Gurgaon, Haryana.Tel.No.0124322410, 9312948210.",DELHI/HQ/DIRECTORATE/MINISTRY
"Neoretina Eye Care Institute","Ramachander House, 5-9-83/B, Chapel Road, Nampally, Hyderabad - 500 001
Tel.No.040-23236666, 040-64640566
Tel.No.040-44885000",Hyderabad
"Nhs Hospital, Jalandhar","128,Guru Nanak pura, Kapurthala Road, JLD",Chandigarh
"Prakash Hospital","D-12, 12-A, 12-B, Sector-33, Noida-201301.
Mob No.-8826000033, 9810170693
Nodal Officer- Mr. Ayush Chauhan
Mob. No. 9971500077
prakashhospital@gmail.com",DELHI/HQ/DIRECTORATE/MINISTRY
"Charakdhar Diagnostics Pvt. Ltd.","292/05,Tulsi Das Marg, Chowk, Lucknow ",Lucknow
"Netralaya Superspeciality Eye Hospital (Unit Of Swarnim Eye Care Pvt. Ltd.)","1ST FLOOR, KAYDEE HOUSE, ABOVE ANDHRA BANK, OPP. GUJARAT GAS,  PARIMAL GARDEN CROSS ROAD, ELLIS BRIDGE, AHMEDABAD - 380006.
MR. FRANCIS CHRISTIAN-MOB. 9727782571, PH. NO. 079-26440440, 26440540, ",Ahmedabad
"Metromed International Cardiac Centre Pvt., Ltd","THONDAYAD BYPASS ROAD, CALICUT, KERALA 673014",Trivandrum
"Bansal Eye And Retina Centre","#3878, Sec 32-D, Chandigarh- 160032
Tel:0172-46663878  Mob:9888463878
",Chandigarh
"Suraksha Eye Surgery Centre","B15, Ground Floor, Rana Pratap Bagh, Delhi110007. Tel. No. 9811130168, 0114561469",DELHI/HQ/DIRECTORATE/MINISTRY
"Pragna Hospital","6-3-347/22/B/1, Sai Baba Temple Lane, Panjagutta, Hyderabad-500 082 Tel.No.040-23356070    ",Hyderabad
"Shoor Multispeciality Hospital","Inside Khazana Gate, Amritsar-143001- Punjab
Tel:0183-5020501  Mob:9356349950",Chandigarh
"Happy Tooth Multispeciality Dental Clinic","Choubey Bhawan,Opp. LoretoConvent, A. G.Road, Doranda, Ranchi, Jharkhand - 834002Mob. No.94311054679861361189",Ranchi
"Jeevak Heart Hospital","6 Doctors Colony, Kankarbagh, Patna - 800020
Randhir Kumar Jha -9798478410 info@jeevakhospital.com Pro, Mr. Randhir Jha, Mob. 9798478410, jeevakhs@gmail.com
",Patna
"Apollo Clinic A Unit Of Rkm Enterprises","GF-01A (1, 2, 3), Ground Floor North Gate Orbit, Plaza Mall, Gujranwala Town, Delhi 110009. Nodal Officer: Dr. Shailesh Chand Sharma, Mob. 8287663284. 
Email- apolloclinicgujranwalatown@gmail.com 
",DELHI/HQ/DIRECTORATE/MINISTRY
"Karunya Eye Hospital","City Plaza, Near KSRTC Stand, Adoor PO 691523, Pathanamthitta District, Kerala State ",Trivandrum
"Dr. Lal Pathlabs Pvt.   Ltd. Faridabad","SCO-30 Sector-16 Faridabad-121002
Nodal Officer Details
Mr. Jintendra Sharma
Mob. 8527999141
sharma.jitendra@lalpathlabs
",DELHI/HQ/DIRECTORATE/MINISTRY
"Plasma Healthchek Diagnostics Pvt. Ltd","133, Pocket-D, Mayur Vihar Phase-2, Delhi 110091. Nodal Officer: Preeti Handa Singhal, Mob. 9871168100. 
Email- preetihanda@healthchek.in 
",DELHI/HQ/DIRECTORATE/MINISTRY
"M/S. Sk Hospitals,","Edappazhanji, Thiruvananthapuram",Trivandrum
"Hi-Tech Medical College And Hospital","RASULGARH, PANDARA, BHUBANESWAR",Bhubaneswar
"Asian Superspeciality Hospital","Behind Zanana Hospital, Jhotwara road, Chandpol, Jaipur


",Jaipur
"Heritage Hospitals, Varanasi","Nagwa Lanka, Varanasi, Uttar Pradesh 221005",Prayagraj
"Ethos Hospital","Swami Vivekananda Nagar, Kota",Jaipur
"Dr.Mehra Smile Destination","B-43,Basement, Sarvodaya Enclave,New Delhi-110017.Tel.No. 011-40568097",DELHI/HQ/DIRECTORATE/MINISTRY
"Medipulse Hospital","E4, BASNI 2ND PHASE , OPPOSITE AIIMS JODHPUR.",Jaipur
"Tathastu Specialty Dental Clinic ( Malviya Nagar)","75, Malviya Nagar, Roshanpura Square, New Market, Bhopal (M.P.), 9111007770, 9111008002",Bhopal
"Suretech Hospital  & Research Centre Ltd.","13-A, Banerjee Marg, Dhantoli, Nagpur 400012   Tel:0712
-6636800/ 6636801/ 6636802",Nagpur
"Delhi Eye Centre","C120, Rajinder Nagar, New Delhi. Tel.No. 01128743988.",DELHI/HQ/DIRECTORATE/MINISTRY
"Hindu Mission Hospital","103, G.S.T. Road, Tambaram West, Chennai - 600 045.",Chennai
"Bhargava Hospital","15/263, Civil Lines, Kanpur
Ph. 2304500, 2304700, 2304900,
2305900 E-mail :
bhargavahospital@yahoo.co.in",Kanpur
"Dhanvantri Life Care Private Limited","67/56A ",Jaipur
"Palika Vinayak Hospital Pvt Ltd,Patna","Near Bahadurpur Flyover, Kankarbagh, Patna - 800020
Dr. Kishore (MD), 7766916411 and Sh. Santosh Kumar, Corporate Manager, 7903738080, cashless.palikavinayak@gmail.com",Patna
"V Care Hospital","(A Unit of GTS MediquestPvt. Ltd.), NH-2, Rajendra Nagar, Sector-2, Sahibabd, Ghaziabad.

Nodal Officer:
Mr. Amit Kumar
Mob: 9971477359
Email: vcarehospital6@gmail.com
",DELHI/HQ/DIRECTORATE/MINISTRY
"Slg Hospitals","nizampet road bachupally,MEDCHAL MALKAJGIRI ,HYDERABAD
PMJAY- Nodal Officer Name : B SRINIDHI,CELL NO:9177356386, Email :mahesh@slghospitals.com ",Hyderabad
"Shri Aurbindo Institute Of Medical Science","Indore Ujjain State Highway near MR 10 crossing sanwer road, 4231000",Bhopal
"Garg Pathology Lab,","Opp. Puri Petrol Pump, Garden House Colony, Garh Road, Meerut Ph. No. 9837772828",Meerut
"Trinity Acute Care Hospital","NO.33, DESIKAN ROAD, MYLAPORE, CHENNAI-4
044-24671166
044-24991488
044-24990880
",Chennai
"Noida Medicare Centre Ltd.","16C, BlockE, Sector30, Noida 201301. Tel. No. 01204222289.",DELHI/HQ/DIRECTORATE/MINISTRY
